DUN_a;MOR_a;POM_a;RPI_a;SAG_a;SE_a;WLK_a;BOB_a;RTH_a;WOL_a;COL_a;DOL_a;CNG_a;DC_a;WIL_a;DOK_a;PIG_a;RTR_a;CPR_a;REW_a;STH_a;SPW_a;PGH_a;CPA_a;DUN_b;MOR_b;POM_b;RPI_b;SAG_b;SE_b;WLK_b;BOB_b;RTH_b;WOL_b;COL_b;DOL_b;CNG_b;DC_b;WIL_b;DOK_b;PIG_b;RTR_b;CPR_b;REW_b;STH_b;SPW_b;PGH_b;CPA_b;id;season;team_a;team_b;pred_s;name_a;name_b;sag_a;sag_b;pred_g;pred_g + pred_s
69.515264256;69.2227921929;69.7867381054;69.0184942745;69.4460619235;69.3522971341;69.765639847;68.3438359271;67.3551730067;68.9710522861;69.0385254667;70.3623548169;69.7103970662;68.6977350796;68.8008528955;69.4135825127;69.6160665426;70.4447542591;68.0274726573;66.8670013967;68.0432440077;70.2484470935;68.5275427546;68.5983833852;87.645231597;89.02105944;89.6238941263;89.8193100865;88.3944369203;86.834674397;89.0783252776;89.2493606417;89.067867273;89.162741116;85.4063484519;85.9734344666;90.9022059121;90.1390473086;86.6686712018;88.5662259782;87.3053407569;86.39565278;91.9436321311;90.6553430611;91.7919032154;87.6124954419;86.681284732;92.6056893958;S_507_562;S;507;562;0.1005031861;Albany NY;Creighton;-0.9362926344;0.4810293346;0.0474873526;0.0739952694
69.515264256;69.2227921929;69.7867381054;69.0184942745;69.4460619235;69.3522971341;69.765639847;68.3438359271;67.3551730067;68.9710522861;69.0385254667;70.3623548169;69.7103970662;68.6977350796;68.8008528955;69.4135825127;69.6160665426;70.4447542591;68.0274726573;66.8670013967;68.0432440077;70.2484470935;68.5275427546;68.5983833852;81.0796521473;81.6482623416;81.1991482389;81.5292612911;81.0095309834;81.7216601058;81.6589061313;81.2114149224;81.3350273318;81.6676228067;82.4737483953;81.509172219;80.6943228916;82.2650317249;80.3933600113;80.8045853354;80.7554500968;81.8158382307;82.124635251;81.3054910607;81.9074840896;82.3146538991;81.5952059272;80.6092792763;S_507_569;S;507;569;0.4490639483;Albany NY;Dayton;-0.9362926344;-0.0511351203;0.1138604999;0.2814622241
69.515264256;69.2227921929;69.7867381054;69.0184942745;69.4460619235;69.3522971341;69.765639847;68.3438359271;67.3551730067;68.9710522861;69.0385254667;70.3623548169;69.7103970662;68.6977350796;68.8008528955;69.4135825127;69.6160665426;70.4447542591;68.0274726573;66.8670013967;68.0432440077;70.2484470935;68.5275427546;68.5983833852;75.3080028505;75.6608858429;77.1554378194;79.278878467;76.5550383743;77.0555972859;77.6818871863;75.863156003;75.3622923631;78.2355907613;75.5251414912;76.3448567288;76.7219793214;77.7271475791;74.9045305263;76.4491275188;76.2935950403;77.1588434294;76.325517562;77.0451693528;77.865652883;77.6171587578;74.3255613857;76.2435330823;S_507_570;S;507;570;0.7916740237;Albany NY;Delaware;-0.9362926344;-0.3721307635;0.1853009312;0.4884874774
69.515264256;69.2227921929;69.7867381054;69.0184942745;69.4460619235;69.3522971341;69.765639847;68.3438359271;67.3551730067;68.9710522861;69.0385254667;70.3623548169;69.7103970662;68.6977350796;68.8008528955;69.4135825127;69.6160665426;70.4447542591;68.0274726573;66.8670013967;68.0432440077;70.2484470935;68.5275427546;68.5983833852;91.1587415653;91.0988262551;89.0591679845;88.8161903676;89.5603734008;85.6996759493;88.0152375327;88.6528200223;88.7043940344;86.9343051778;85.6996759493;86.8851253196;91.6771985389;88.2278269292;88.1301982653;91.7096864783;92.3742689956;86.0630038149;89.5603734008;88.657732067;90.9715124712;86.8191635846;86.9522677762;95.5146417544;S_507_577;S;507;577;0.0928033807;Albany NY;Duke;-0.9362926344;0.5650480015;0.0411657279;0.0669845543
69.515264256;69.2227921929;69.7867381054;69.0184942745;69.4460619235;69.3522971341;69.765639847;68.3438359271;67.3551730067;68.9710522861;69.0385254667;70.3623548169;69.7103970662;68.6977350796;68.8008528955;69.4135825127;69.6160665426;70.4447542591;68.0274726573;66.8670013967;68.0432440077;70.2484470935;68.5275427546;68.5983833852;73.7902636675;73.6451683094;73.792153085;74.9045305263;73.5435529588;75.0073905009;73.8610174615;72.8317816402;72.4208335399;74.7425685644;74.0190861984;73.633673159;72.4329146546;74.204699676;72.4759463944;73.0687653528;75.550639733;74.6934637343;71.8440415039;75.9510841567;74.0079413531;76.6485327067;72.7551214255;72.9691574053;S_507_580;S;507;580;0.8716565234;Albany NY;E Kentucky;-0.9362926344;-0.5891417191;0.2507216103;0.5611890669
69.515264256;69.2227921929;69.7867381054;69.0184942745;69.4460619235;69.3522971341;69.765639847;68.3438359271;67.3551730067;68.9710522861;69.0385254667;70.3623548169;69.7103970662;68.6977350796;68.8008528955;69.4135825127;69.6160665426;70.4447542591;68.0274726573;66.8670013967;68.0432440077;70.2484470935;68.5275427546;68.5983833852;89.3045470028;88.4796604569;90.1626807895;92.7667517178;88.8161903676;88.3439269401;88.267360534;89.8913239986;90.066693833;90.5873099385;87.8470500379;88.262694952;88.1950946528;91.0702422785;88.3439269401;88.496864625;90.7397985044;89.37435815;90.847465327;93.5528090556;93.8245995038;90.0781159432;88.7616473385;89.9538734543;S_507_592;S;507;592;0.0894745723;Albany NY;Florida;-0.9362926344;0.5114213525;0.0451006856;0.067287629
69.515264256;69.2227921929;69.7867381054;69.0184942745;69.4460619235;69.3522971341;69.765639847;68.3438359271;67.3551730067;68.9710522861;69.0385254667;70.3623548169;69.7103970662;68.6977350796;68.8008528955;69.4135825127;69.6160665426;70.4447542591;68.0274726573;66.8670013967;68.0432440077;70.2484470935;68.5275427546;68.5983833852;81.4436430587;81.7619163059;81.366174752;84.7279654797;81.3145074761;83.9455991921;82.3189191367;82.6603732231;82.8100629194;85.4268110249;83.9919481415;84.2519688284;81.5292612911;83.7177509442;80.8786844236;81.0849897144;80.1287623358;84.3829166017;80.7187351871;85.9114487759;84.0359697475;84.2973125445;81.8023310629;82.37883232;S_507_599;S;507;599;0.3695589848;Albany NY;G Washington;-0.9362926344;-0.0291581784;0.1099748381;0.2397669114
69.515264256;69.2227921929;69.7867381054;69.0184942745;69.4460619235;69.3522971341;69.765639847;68.3438359271;67.3551730067;68.9710522861;69.0385254667;70.3623548169;69.7103970662;68.6977350796;68.8008528955;69.4135825127;69.6160665426;70.4447542591;68.0274726573;66.8670013967;68.0432440077;70.2484470935;68.5275427546;68.5983833852;88.1825561182;86.1487315583;86.5315698491;85.9654551875;87.1944832984;85.007833236;87.3870214399;86.4918618816;85.1752185983;84.4690556721;86.6359944809;86.1065033864;87.0185861201;84.412701708;87.7859929247;88.0980290123;86.0794031427;86.6006373355;81.7551959822;84.5594242996;85.6834075612;87.7195698072;86.581080045;87.1534345421;S_507_607;S;507;607;0.1865431106;Albany NY;Gonzaga;-0.9362926344;0.3945593551;0.0549503828;0.1207467467
69.515264256;69.2227921929;69.7867381054;69.0184942745;69.4460619235;69.3522971341;69.765639847;68.3438359271;67.3551730067;68.9710522861;69.0385254667;70.3623548169;69.7103970662;68.6977350796;68.8008528955;69.4135825127;69.6160665426;70.4447542591;68.0274726573;66.8670013967;68.0432440077;70.2484470935;68.5275427546;68.5983833852;80.02048965;81.3726506221;83.7011230071;82.4795315326;82.9542659225;84.3855020353;83.6184806882;81.8674340165;81.82136905;84.5594242996;83.8384762312;83.1939651277;82.0275384831;80.965746897;80.4350402801;82.3217636794;81.4311101424;83.7463342743;80.829231816;83.1295883692;82.7064234234;84.4930491273;82.0206392553;82.6399798686;S_507_612;S;507;612;0.3830345952;Albany NY;Harvard;-0.9362926344;0.0890046212;0.0910224692;0.2370285322
69.515264256;69.2227921929;69.7867381054;69.0184942745;69.4460619235;69.3522971341;69.765639847;68.3438359271;67.3551730067;68.9710522861;69.0385254667;70.3623548169;69.7103970662;68.6977350796;68.8008528955;69.4135825127;69.6160665426;70.4447542591;68.0274726573;66.8670013967;68.0432440077;70.2484470935;68.5275427546;68.5983833852;91.3222777075;91.9780300622;89.4976243547;85.4648643306;90.0921116041;86.6309823785;89.8996194941;88.3194852866;87.9654539005;86.7227444061;85.1609520273;85.937602999;94.092089024;85.6996759493;85.581266076;90.282552082;88.4454127419;84.0304074243;86.91281934;85.00586593;86.91281934;84.1853772352;84.5316973659;91.3640520151;S_507_628;S;507;628;0.136593104;Albany NY;Iowa;-0.9362926344;0.603365642;0.0385576294;0.0875753667
69.515264256;69.2227921929;69.7867381054;69.0184942745;69.4460619235;69.3522971341;69.765639847;68.3438359271;67.3551730067;68.9710522861;69.0385254667;70.3623548169;69.7103970662;68.6977350796;68.8008528955;69.4135825127;69.6160665426;70.4447542591;68.0274726573;66.8670013967;68.0432440077;70.2484470935;68.5275427546;68.5983833852;89.7081606001;86.4946899312;86.4580231363;90.0921116041;89.4976243547;88.7797671527;89.4603365619;91.4916230548;89.84351268;89.664728168;90.5008046206;90.0265862816;90.3313188691;90.3313188691;88.5837045192;89.0021070597;85.898015346;89.6974622815;88.8528615906;88.9869935563;88.936299249;88.5942185496;89.37435815;88.2278269292;S_507_629;S;507;629;0.120967215;Albany NY;Iowa St;-0.9362926344;0.5605262361;0.0414844232;0.0812258191
69.515264256;69.2227921929;69.7867381054;69.0184942745;69.4460619235;69.3522971341;69.765639847;68.3438359271;67.3551730067;68.9710522861;69.0385254667;70.3623548169;69.7103970662;68.6977350796;68.8008528955;69.4135825127;69.6160665426;70.4447542591;68.0274726573;66.8670013967;68.0432440077;70.2484470935;68.5275427546;68.5983833852;89.860335978;86.3612637552;90.7132491557;96.3590719303;91.6128876907;89.0400795613;93.1071245687;93.5799312183;90.672499849;89.9538734543;90.3805687189;89.25743997;91.4868365331;96.0009254122;92.1539443029;91.3944519449;91.3038282215;95.5146417544;90.3805687189;89.3379400169;94.5879766401;89.4110322914;90.8203246122;93.3804301684;S_507_636;S;507;636;0.1032904305;Albany NY;Kansas;-0.9362926344;0.7129544417;0.0319459339;0.0676181822
69.515264256;69.2227921929;69.7867381054;69.0184942745;69.4460619235;69.3522971341;69.765639847;68.3438359271;67.3551730067;68.9710522861;69.0385254667;70.3623548169;69.7103970662;68.6977350796;68.8008528955;69.4135825127;69.6160665426;70.4447542591;68.0274726573;66.8670013967;68.0432440077;70.2484470935;68.5275427546;68.5983833852;82.368930691;81.6549134325;81.1165823473;83.3753346727;81.2951957688;80.9970038407;79.9588822745;82.8564003918;83.2113032324;82.0677747519;80.9707421828;79.6779516836;82.0137448052;85.2989597999;85.2275909509;81.4245988407;80.8169019641;79.5225397422;83.4717549108;83.2705128403;82.4434447922;82.4434447922;81.6018232517;81.9999701964;S_507_637;S;507;637;0.402913222;Albany NY;Kansas St;-0.9362926344;-0.0305498013;0.1102173992;0.2565653106
69.515264256;69.2227921929;69.7867381054;69.0184942745;69.4460619235;69.3522971341;69.765639847;68.3438359271;67.3551730067;68.9710522861;69.0385254667;70.3623548169;69.7103970662;68.6977350796;68.8008528955;69.4135825127;69.6160665426;70.4447542591;68.0274726573;66.8670013967;68.0432440077;70.2484470935;68.5275427546;68.5983833852;86.5600860148;85.8423316171;88.9269639661;88.5662259782;88.1140906567;84.7850021943;88.2872329671;87.0597592448;86.5991805673;84.8687584761;85.7257867227;84.9415863435;88.5662259782;86.4336954855;83.3753346727;89.394700804;88.3944369203;86.6327719555;85.2580894073;84.6939523716;88.0820130218;86.7959700776;85.0671028455;87.4040622652;S_507_640;S;507;640;0.1438935078;Albany NY;Kentucky;-0.9362926344;0.4608272741;0.0491397051;0.0965166065
69.515264256;69.2227921929;69.7867381054;69.0184942745;69.4460619235;69.3522971341;69.765639847;68.3438359271;67.3551730067;68.9710522861;69.0385254667;70.3623548169;69.7103970662;68.6977350796;68.8008528955;69.4135825127;69.6160665426;70.4447542591;68.0274726573;66.8670013967;68.0432440077;70.2484470935;68.5275427546;68.5983833852;94.1605046002;96.7504136596;93.7219831863;84.6901826982;90.1155246325;84.9980020454;89.7928193057;85.5020945908;86.7644818676;85.4097547112;84.6600935815;84.9622596263;94.4361929321;84.46739226;90.9575715459;95.0094057163;94.809793082;83.7463342743;84.5594242996;87.5073536771;89.1071916085;86.2423301332;85.3297689239;94.3184589192;S_507_651;S;507;651;0.1696565913;Albany NY;Louisville;-0.9362926344;0.6050528106;0.0384465138;0.1040515525
69.515264256;69.2227921929;69.7867381054;69.0184942745;69.4460619235;69.3522971341;69.765639847;68.3438359271;67.3551730067;68.9710522861;69.0385254667;70.3623548169;69.7103970662;68.6977350796;68.8008528955;69.4135825127;69.6160665426;70.4447542591;68.0274726573;66.8670013967;68.0432440077;70.2484470935;68.5275427546;68.5983833852;76.7664560961;76.866912442;78.7227496458;78.5040055319;78.0957540912;80.2750567276;78.2761155823;77.2377716581;76.947725961;79.9726648907;79.3466678034;78.8809843704;77.3375197224;78.6181897187;74.4050570008;76.9940633872;78.0705847014;79.114683836;77.9553067732;78.7479534534;79.1216155273;79.9416749207;77.8309185202;77.865652883;S_507_658;S;507;658;0.6993019316;Albany NY;Manhattan;-0.9362926344;-0.2611050921;0.1573132465;0.428307589
69.515264256;69.2227921929;69.7867381054;69.0184942745;69.4460619235;69.3522971341;69.765639847;68.3438359271;67.3551730067;68.9710522861;69.0385254667;70.3623548169;69.7103970662;68.6977350796;68.8008528955;69.4135825127;69.6160665426;70.4447542591;68.0274726573;66.8670013967;68.0432440077;70.2484470935;68.5275427546;68.5983833852;83.482951128;83.0000689286;84.2598220812;89.5603734008;84.5594242996;86.834674397;86.4873396218;86.9858470163;85.6172567319;88.3913625496;90.6553430611;88.2977824595;84.0750151553;88.2607521115;84.8907275228;83.0230589634;83.1935049235;91.0621065032;86.681284732;87.0079266059;85.0770286552;88.5627369664;88.1950946528;82.9086960098;S_507_663;S;507;663;0.218865045;Albany NY;Massachusetts;-0.9362926344;0.2046741016;0.0753693179;0.1471171814
69.515264256;69.2227921929;69.7867381054;69.0184942745;69.4460619235;69.3522971341;69.765639847;68.3438359271;67.3551730067;68.9710522861;69.0385254667;70.3623548169;69.7103970662;68.6977350796;68.8008528955;69.4135825127;69.6160665426;70.4447542591;68.0274726573;66.8670013967;68.0432440077;70.2484470935;68.5275427546;68.5983833852;85.590302085;84.1273762411;85.5281126176;84.7090501428;85.443909232;85.4858829207;84.6713628164;84.5466146371;85.1587597007;84.9801612447;84.5705435841;84.6184782474;85.1770497125;84.2331532086;87.2635279858;84.5316973659;86.6184696052;85.2189011618;84.7279654797;85.0770286552;83.2918500943;84.0593739932;85.1972231089;84.0750151553;S_507_666;S;507;666;0.2234036621;Albany NY;Memphis;-0.9362926344;0.2684110599;0.0678379781;0.1456208201
69.515264256;69.2227921929;69.7867381054;69.0184942745;69.4460619235;69.3522971341;69.765639847;68.3438359271;67.3551730067;68.9710522861;69.0385254667;70.3623548169;69.7103970662;68.6977350796;68.8008528955;69.4135825127;69.6160665426;70.4447542591;68.0274726573;66.8670013967;68.0432440077;70.2484470935;68.5275427546;68.5983833852;78.8516432512;78.2781538288;77.0319060093;79.4545058025;77.9453210424;77.5263646253;77.8299271771;76.9417936383;76.1322676737;78.5548576444;77.2337933204;77.1095046561;77.985300606;77.4728933285;76.3574910005;78.0806477384;78.6181897187;80.0541891513;78.4112131559;78.9767540447;76.4698043142;79.5454001343;77.0983190462;78.1361072875;S_507_667;S;507;667;0.711729469;Albany NY;Mercer;-0.9362926344;-0.2719454633;0.1598867601;0.4358081145
69.515264256;69.2227921929;69.7867381054;69.0184942745;69.4460619235;69.3522971341;69.765639847;68.3438359271;67.3551730067;68.9710522861;69.0385254667;70.3623548169;69.7103970662;68.6977350796;68.8008528955;69.4135825127;69.6160665426;70.4447542591;68.0274726573;66.8670013967;68.0432440077;70.2484470935;68.5275427546;68.5983833852;89.0079313798;92.3368090232;87.7255767858;87.1807692274;88.4113766028;84.8136861803;86.3277404246;86.2423301332;86.7644818676;86.7435781231;82.091237393;83.1608922598;89.394700804;88.7797671527;88.4796604569;87.2496552079;89.8861461872;82.2418272145;88.5314355592;88.2872329671;88.3021839935;83.2421447855;83.5041401011;90.847465327;S_507_670;S;507;670;0.1411182726;Albany NY;Michigan;-0.9362926344;0.4822500268;0.0473892201;0.0942537464
69.515264256;69.2227921929;69.7867381054;69.0184942745;69.4460619235;69.3522971341;69.765639847;68.3438359271;67.3551730067;68.9710522861;69.0385254667;70.3623548169;69.7103970662;68.6977350796;68.8008528955;69.4135825127;69.6160665426;70.4447542591;68.0274726573;66.8670013967;68.0432440077;70.2484470935;68.5275427546;68.5983833852;89.3045470028;92.2996515197;89.7098267914;88.5314355592;91.7753442034;90.0225191004;89.5856878841;90.7357045846;89.3909962309;89.2269505467;89.6111272093;90.2257837062;89.7752348817;90.9022059121;91.4868365331;89.8193100865;89.5603734008;88.2067627746;88.2278269292;88.8528615906;88.3775489952;88.7544163964;89.5393723649;89.1947480247;S_507_671;S;507;671;0.0935210434;Albany NY;Michigan St;-0.9362926344;0.7246612369;0.0313080975;0.0624145705
69.515264256;69.2227921929;69.7867381054;69.0184942745;69.4460619235;69.3522971341;69.765639847;68.3438359271;67.3551730067;68.9710522861;69.0385254667;70.3623548169;69.7103970662;68.6977350796;68.8008528955;69.4135825127;69.6160665426;70.4447542591;68.0274726573;66.8670013967;68.0432440077;70.2484470935;68.5275427546;68.5983833852;65.8162938116;69.0614288943;67.2034553717;67.5114125783;66.2793019913;67.7827586732;65.8872789762;66.5062244183;65.3352216597;66.1950740822;66.8752341451;65.496136778;65.9372447179;67.407412946;67.8665308217;65.7281915357;68.0905872756;67.1517213569;71.2954010697;65.7053048115;66.6574611414;66.2039541907;66.4289170094;66.2894912739;S_507_686;S;507;686;0.8931915169;Albany NY;Mt St Mary's;-0.9362926344;-1.1126116441;0.4592168872;0.676204202
69.515264256;69.2227921929;69.7867381054;69.0184942745;69.4460619235;69.3522971341;69.765639847;68.3438359271;67.3551730067;68.9710522861;69.0385254667;70.3623548169;69.7103970662;68.6977350796;68.8008528955;69.4135825127;69.6160665426;70.4447542591;68.0274726573;66.8670013967;68.0432440077;70.2484470935;68.5275427546;68.5983833852;77.350861937;78.9341115729;78.865083948;82.6252791779;78.7753060314;80.8107419998;78.9703496377;78.3543861786;78.0208191636;81.250850574;78.8682626471;78.3081586409;78.9128373712;80.829231816;76.6708158804;78.8016544344;80.3993055291;83.2461916834;77.2510391762;80.5440915732;79.6156537526;82.024778218;77.9752965399;79.465557809;S_507_689;S;507;689;0.6071382664;Albany NY;N Dakota St;-0.9362926344;-0.2121358309;0.1461060407;0.3766221536
69.515264256;69.2227921929;69.7867381054;69.0184942745;69.4460619235;69.3522971341;69.765639847;68.3438359271;67.3551730067;68.9710522861;69.0385254667;70.3623548169;69.7103970662;68.6977350796;68.8008528955;69.4135825127;69.6160665426;70.4447542591;68.0274726573;66.8670013967;68.0432440077;70.2484470935;68.5275427546;68.5983833852;74.3631862547;72.0636426859;74.5521544117;75.1452405466;75.2491683303;77.8408352059;76.1022063469;74.748450991;74.1586255856;76.6037909944;75.0762138438;76.0471544763;73.5070615739;73.418058465;72.7314320203;74.6112368302;74.4260183363;75.9073396703;76.5735163508;79.0731646932;75.3622923631;76.9176686027;73.9564056102;76.6568858721;S_507_694;S;507;694;0.8488363104;Albany NY;NC Central;-0.9362926344;-0.4662331971;0.2119141066;0.5303752085
